file	num_seqs	sum_len
./HG002/son/standar_ont/sup/PAW70337/stats.out	8,346,242	153,684,735,368
./HG002/son/standar_ont/sup/PAW71238/stats.out	7,918,900	140,711,585,448
./HG005/son/standar_ont/sup/PAW87816/stats.out	6,928,131	86,754,505,659
./HG005/son/standar_ont/sup/PAW88001/stats.out	5,986,981	91,577,274,573
