task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
22	e3/c1877e	130089	predictRF (9)	COMPLETED	0	2025-11-24 18:00:13.890	54.7s	52.3s	97.1%	741.6 MB	3 GB	66.8 MB	36 MB
25	fc/26a78d	130090	predictRF (12)	COMPLETED	0	2025-11-24 18:00:13.920	54.7s	50.2s	97.2%	708.3 MB	3 GB	66.6 MB	36.8 MB
17	5e/aff934	130091	predictRF (4)	COMPLETED	0	2025-11-24 18:00:13.949	54.7s	51s	98.1%	740.8 MB	3 GB	69.5 MB	41.4 MB
16	11/0fe1fa	130092	predictRF (3)	COMPLETED	0	2025-11-24 18:00:13.976	54.7s	50.6s	97.2%	746 MB	3 GB	69.4 MB	41.1 MB
12	d6/44b39b	130016	FastKM (3)	COMPLETED	0	2025-11-24 14:53:38.368	3h 14m 5s	3h 14m	3830.6%	18.5 GB	22.2 GB	86.8 GB	4.9 GB
23	d0/8381b4	130094	predictRF (10)	COMPLETED	0	2025-11-24 18:00:14.035	7m 40s	7m 24s	9.9%	744.9 MB	3 GB	67.1 MB	36.5 MB
15	98/26afbf	130093	predictRF (2)	COMPLETED	0	2025-11-24 18:00:14.007	8m 30s	8m 10s	8.7%	755.3 MB	3 GB	69.3 MB	41.1 MB
11	66/e535b3	130015	FastKM (2)	COMPLETED	0	2025-11-24 14:53:38.335	3h 26m 20s	3h 26m 15s	4043.7%	18.1 GB	21.8 GB	91.9 GB	5 GB
26	d1/73b8e9	130095	trainRF (2)	COMPLETED	0	2025-11-24 18:07:43.719	13m	12m 54s	99.1%	10.7 GB	13 GB	1.4 GB	961.3 MB
28	87/f795d3	130097	predictRF (13)	COMPLETED	0	2025-11-24 18:20:43.732	49.9s	46s	98.4%	715.8 MB	3 GB	68 MB	36.9 MB
30	a2/ffaa33	130098	predictRF (15)	COMPLETED	0	2025-11-24 18:20:43.762	49.9s	45.6s	99.1%	716.1 MB	3 GB	68.1 MB	37 MB
31	bf/79daf9	130099	predictRF (16)	COMPLETED	0	2025-11-24 18:20:43.795	49.9s	47.9s	97.3%	715.2 MB	3 GB	68.1 MB	37 MB
29	5c/25a2df	130101	predictRF (14)	COMPLETED	0	2025-11-24 18:20:43.860	49.8s	48s	97.5%	746.8 MB	3 GB	67.9 MB	36.7 MB
35	63/31a7ce	130102	predictRF (20)	COMPLETED	0	2025-11-24 18:20:43.891	49.8s	47.5s	97.6%	715.4 MB	3 GB	68.3 MB	37.3 MB
34	80/44b934	130103	predictRF (19)	COMPLETED	0	2025-11-24 18:20:43.925	49.8s	47.3s	97.5%	715.4 MB	3 GB	68.3 MB	37.3 MB
41	e9/4f4359	130104	predictRF (26)	COMPLETED	0	2025-11-24 18:20:43.962	49.7s	46.1s	97.9%	746.2 MB	3 GB	69.6 MB	39.7 MB
32	6a/2fe71d	130100	predictRF (17)	COMPLETED	0	2025-11-24 18:20:43.828	54.8s	48.4s	97.7%	715.4 MB	3 GB	68.2 MB	37.2 MB
39	19/a51e92	130105	predictRF (24)	COMPLETED	0	2025-11-24 18:20:43.992	7m 35s	6m 49s	11.2%	715.8 MB	3 GB	69.5 MB	39.7 MB
33	de/569945	130108	predictRF (18)	COMPLETED	0	2025-11-24 18:20:44.080	7m 40s	6m 36s	11.7%	715.9 MB	3 GB	68.2 MB	37.2 MB
38	88/8637e0	130109	predictRF (23)	COMPLETED	0	2025-11-24 18:20:44.110	8m	7m 4s	10.7%	715.6 MB	3 GB	69.3 MB	39.2 MB
37	73/07909f	130110	predictRF (22)	COMPLETED	0	2025-11-24 18:20:44.141	8m 5s	7m 7s	10.8%	716.3 MB	3 GB	68.8 MB	38.2 MB
40	1a/a778b2	130106	predictRF (25)	COMPLETED	0	2025-11-24 18:20:44.021	8m 10s	7m 14s	10.4%	716.2 MB	3 GB	69.6 MB	39.7 MB
36	da/d94dcd	130107	predictRF (21)	COMPLETED	0	2025-11-24 18:20:44.049	10m 50s	9m 35s	7.8%	716.6 MB	3 GB	68.2 MB	37 MB
27	1e/9bdf0b	130096	trainRF (3)	COMPLETED	0	2025-11-24 18:19:58.746	13m 55s	13m 51s	99.0%	11.4 GB	13.6 GB	1.5 GB	1 GB
57	be/9d817f	130120	predictRF (42)	COMPLETED	0	2025-11-24 18:33:54.030	44.7s	40.5s	97.3%	657.9 MB	2.9 GB	61 MB	28.3 MB
44	1f/0f577d	130111	predictRF (29)	COMPLETED	0	2025-11-24 18:33:53.751	49.9s	45s	98.6%	756.8 MB	3 GB	68.6 MB	37.4 MB
45	4c/6fd8ea	130112	predictRF (30)	COMPLETED	0	2025-11-24 18:33:53.784	49.9s	44.9s	98.6%	756.5 MB	3 GB	67.9 MB	35.8 MB
48	de/c03e00	130113	predictRF (33)	COMPLETED	0	2025-11-24 18:33:53.815	54.9s	52.4s	97.6%	756.6 MB	3 GB	68.1 MB	36.5 MB
47	1f/7befd1	130114	predictRF (32)	COMPLETED	0	2025-11-24 18:33:53.845	54.8s	50.5s	97.3%	766 MB	3 GB	68.1 MB	36.5 MB
50	ab/76a5a5	130115	predictRF (35)	COMPLETED	0	2025-11-24 18:33:53.875	54.8s	49.8s	97.6%	757.8 MB	3 GB	68.5 MB	37.3 MB
54	f0/1db11f	130116	predictRF (39)	COMPLETED	0	2025-11-24 18:33:53.907	54.8s	53.2s	97.6%	744.9 MB	3 GB	69.4 MB	39 MB
56	b8/cfa369	130118	predictRF (41)	COMPLETED	0	2025-11-24 18:33:53.968	54.7s	51.9s	97.4%	745.1 MB	3 GB	69.7 MB	39.5 MB
46	43/95f89d	130119	predictRF (31)	COMPLETED	0	2025-11-24 18:33:53.999	54.7s	52.8s	97.3%	757.8 MB	3 GB	68.1 MB	36.4 MB
49	4f/b4af2a	130117	predictRF (34)	COMPLETED	0	2025-11-24 18:33:53.938	59.7s	54.6s	97.8%	756.2 MB	3 GB	68.3 MB	36.8 MB
43	1d/b36611	130124	predictRF (28)	COMPLETED	0	2025-11-24 18:33:54.145	7m 5s	6m 24s	12.0%	757.3 MB	3 GB	68.5 MB	37.2 MB
42	fe/8e55d2	130126	predictRF (27)	COMPLETED	0	2025-11-24 18:33:54.201	7m 9s	6m 33s	11.8%	776.4 MB	3 GB	68.4 MB	37.1 MB
51	14/cced78	130125	predictRF (36)	COMPLETED	0	2025-11-24 18:33:54.173	7m 20s	6m 25s	11.7%	757.1 MB	3 GB	68.7 MB	37.5 MB
52	48/fb2f70	130123	predictRF (37)	COMPLETED	0	2025-11-24 18:33:54.116	8m 25s	7m 39s	9.8%	757.1 MB	3 GB	69 MB	38.1 MB
53	62/b4ecdd	130121	predictRF (38)	COMPLETED	0	2025-11-24 18:33:54.059	8m 40s	7m 53s	9.7%	744.8 MB	3 GB	69.1 MB	38.4 MB
55	71/67539a	130122	predictRF (40)	COMPLETED	0	2025-11-24 18:33:54.088	8m 50s	8m	9.4%	744.8 MB	3 GB	69.6 MB	39.4 MB
58	b4/9a7cc8	130127	setHaplotypes (1)	COMPLETED	0	2025-11-24 18:42:43.774	14.9s	10.1s	108.0%	10.1 MB	654.9 MB	1.2 GB	616.7 MB
59	47/67ae98	130128	setHaplotypes (2)	COMPLETED	0	2025-11-24 18:42:43.806	14.9s	11.5s	109.0%	10.2 MB	654.9 MB	1.3 GB	723.6 MB
60	0e/e50fda	130129	setHaplotypes (3)	COMPLETED	0	2025-11-24 18:42:43.835	14.9s	11.1s	108.8%	10.4 MB	654.9 MB	1.5 GB	812.4 MB
66	f9/d8f091	130130	seqtk (6)	COMPLETED	0	2025-11-24 18:43:02.626	18m 46s	18m 45s	408.5%	161 MB	874.1 MB	68.1 GB	29.2 GB
69	a0/d0280a	130135	seqtk (9)	COMPLETED	0	2025-11-24 18:43:02.776	25m 21s	25m 16s	374.0%	173.1 MB	886.7 MB	75 GB	31.7 GB
64	0c/c53b50	130136	seqtk (4)	COMPLETED	0	2025-11-24 18:43:02.805	28m 26s	28m 22s	645.7%	171.6 MB	821.2 MB	94.8 GB	67.5 GB
65	77/c396ea	130137	seqtk (5)	COMPLETED	0	2025-11-24 18:43:02.833	29m 31s	29m 29s	620.4%	163.9 MB	877.2 MB	92.2 GB	63.8 GB
67	76/79c777	130138	seqtk (7)	COMPLETED	0	2025-11-24 18:43:02.863	32m 26s	32m 20s	650.0%	179.6 MB	830.9 MB	105.2 GB	75.1 GB
63	5e/1d6703	130131	seqtk (3)	COMPLETED	0	2025-11-24 18:43:02.656	41m 51s	41m 46s	179.6%	111.4 MB	759.9 MB	68.6 GB	27.8 GB
61	c3/520945	130132	seqtk (1)	COMPLETED	0	2025-11-24 18:43:02.690	43m 36s	43m 32s	387.6%	161.2 MB	871.7 MB	98.8 GB	71.1 GB
62	28/7af16b	130133	seqtk (2)	COMPLETED	0	2025-11-24 18:43:02.720	3d 7h 32m 8s	3d 7h 31m 12s	3.6%	155.8 MB	867.4 MB	96.1 GB	67.2 GB
68	ee/fe4672	130134	seqtk (8)	COMPLETED	0	2025-11-24 18:43:02.748	3d 8h 33m 18s	3d 8h 33m 13s	3.7%	174.1 MB	825.6 MB	102.3 GB	71 GB
