task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
19	b4/32dce6	129684	predictRF (6)	COMPLETED	0	2025-11-22 15:30:29.680	49.7s	46.6s	97.0%	742.7 MB	3 GB	68.1 MB	37.7 MB
17	ab/3aa01a	129677	predictRF (4)	COMPLETED	0	2025-11-22 15:30:29.469	54.9s	47s	97.3%	742.3 MB	3 GB	68.2 MB	38.1 MB
15	0f/1fba2b	129678	predictRF (2)	COMPLETED	0	2025-11-22 15:30:29.502	54.9s	49.2s	97.1%	742.6 MB	3 GB	68.2 MB	38.1 MB
16	1b/6dd235	129679	predictRF (3)	COMPLETED	0	2025-11-22 15:30:29.534	54.8s	49.4s	97.8%	743.2 MB	3 GB	68.3 MB	38.2 MB
18	39/a40167	129680	predictRF (5)	COMPLETED	0	2025-11-22 15:30:29.563	54.8s	48.7s	97.3%	743.6 MB	3 GB	68 MB	37.7 MB
21	cc/ec1e15	129682	predictRF (8)	COMPLETED	0	2025-11-22 15:30:29.622	54.8s	49.1s	96.8%	742.5 MB	3 GB	68.2 MB	38 MB
10	cb/346582	129661	FastKM (1)	COMPLETED	0	2025-11-22 13:11:49.229	3h 4m 20s	3h 4m 14s	3867.5%	19.5 GB	23 GB	87.7 GB	4.9 GB
24	fb/b5cfe0	129691	trainRF (2)	COMPLETED	0	2025-11-22 16:16:09.514	11m 25s	11m 19s	99.1%	8.7 GB	11 GB	1.3 GB	913 MB
27	8d/20254f	129692	predictRF (13)	COMPLETED	0	2025-11-22 16:27:34.542	49.9s	49.1s	97.8%	728 MB	3 GB	68.7 MB	40.4 MB
37	60/d86e04	129701	predictRF (23)	COMPLETED	0	2025-11-22 16:27:34.809	49.7s	44.5s	97.9%	703.3 MB	3 GB	67.4 MB	38.2 MB
30	49/106ef2	129704	predictRF (16)	COMPLETED	0	2025-11-22 16:27:34.894	49.6s	45.6s	98.9%	727.7 MB	3 GB	67.7 MB	38.5 MB
29	9b/50a0f4	129694	predictRF (15)	COMPLETED	0	2025-11-22 16:27:34.602	54.9s	50.3s	97.8%	727.7 MB	3 GB	67.9 MB	38.8 MB
28	dc/903851	129695	predictRF (14)	COMPLETED	0	2025-11-22 16:27:34.631	54.9s	53.6s	97.6%	728 MB	3 GB	68.4 MB	39.9 MB
33	a4/8c37e9	129696	predictRF (19)	COMPLETED	0	2025-11-22 16:27:34.660	54.8s	52.5s	98.0%	727.1 MB	3 GB	67.5 MB	38.2 MB
26	3d/8b097e	129699	predictRF (12)	COMPLETED	0	2025-11-22 16:27:34.750	54.7s	48.7s	97.7%	728.3 MB	3 GB	68.7 MB	40.4 MB
36	ba/ca460c	129700	predictRF (22)	COMPLETED	0	2025-11-22 16:27:34.779	54.7s	48s	97.3%	727.1 MB	3 GB	67.7 MB	38.5 MB
35	9c/6b154b	129702	predictRF (21)	COMPLETED	0	2025-11-22 16:27:34.838	54.7s	47.5s	97.5%	700.6 MB	3 GB	67.7 MB	38.4 MB
34	e9/ff2671	129703	predictRF (20)	COMPLETED	0	2025-11-22 16:27:34.866	54.6s	47.3s	97.5%	727.5 MB	3 GB	67.5 MB	38.1 MB
31	db/bf8b53	129693	predictRF (17)	COMPLETED	0	2025-11-22 16:27:34.571	59.9s	54.7s	97.4%	727.5 MB	3 GB	67.8 MB	38.6 MB
32	8a/9dfa6d	129697	predictRF (18)	COMPLETED	0	2025-11-22 16:27:34.690	59.8s	52.6s	98.8%	727.2 MB	3 GB	67.6 MB	38.2 MB
25	6d/aea9a4	129698	predictRF (11)	COMPLETED	0	2025-11-22 16:27:34.721	59.8s	52.6s	98.5%	727.9 MB	3 GB	68.7 MB	40.4 MB
11	b8/add137	129660	FastKM (2)	COMPLETED	0	2025-11-22 13:11:49.200	3h 33m 25s	3h 33m 19s	3884.5%	19.5 GB	23 GB	92.3 GB	5 GB
38	80/d8c6e6	129706	trainRF (3)	COMPLETED	0	2025-11-22 16:45:14.568	10m 50s	10m 44s	99.4%	8.9 GB	11.1 GB	1.4 GB	1008.9 MB
53	8d/dea456	129710	predictRF (38)	COMPLETED	0	2025-11-22 16:56:04.696	44.8s	40.4s	96.6%	587.4 MB	2.8 GB	57.6 MB	26.2 MB
47	d5/a35df1	129707	predictRF (32)	COMPLETED	0	2025-11-22 16:56:04.603	54.9s	52.5s	97.6%	731.4 MB	3 GB	67.2 MB	38 MB
49	6b/93a80c	129708	predictRF (34)	COMPLETED	0	2025-11-22 16:56:04.635	54.9s	52.7s	97.5%	731.3 MB	3 GB	67.8 MB	39.1 MB
45	a8/7e2465	129709	predictRF (30)	COMPLETED	0	2025-11-22 16:56:04.666	54.9s	49.5s	97.2%	731.8 MB	3 GB	67.4 MB	38.4 MB
50	ea/1e212d	129711	predictRF (35)	COMPLETED	0	2025-11-22 16:56:04.725	54.8s	52.7s	97.4%	732.1 MB	3 GB	68.3 MB	40.2 MB
44	5a/404134	129712	predictRF (29)	COMPLETED	0	2025-11-22 16:56:04.755	54.8s	49.3s	97.2%	731.3 MB	3 GB	67.4 MB	38.3 MB
42	7a/87fa24	129713	predictRF (27)	COMPLETED	0	2025-11-22 16:56:04.784	54.8s	51.7s	97.3%	731.5 MB	3 GB	67.3 MB	38.2 MB
48	1c/91b1d9	129714	predictRF (33)	COMPLETED	0	2025-11-22 16:56:04.813	54.7s	49.2s	97.7%	731.5 MB	3 GB	67.3 MB	38.1 MB
39	86/f1503b	129715	predictRF (24)	COMPLETED	0	2025-11-22 16:56:04.840	54.7s	50.7s	97.9%	731.7 MB	3 GB	67.2 MB	38 MB
41	a6/340631	129716	predictRF (26)	COMPLETED	0	2025-11-22 16:56:04.868	54.7s	49.2s	97.8%	731.3 MB	3 GB	67.3 MB	38.2 MB
40	ae/20dd9e	129717	predictRF (25)	COMPLETED	0	2025-11-22 16:56:04.898	54.7s	49.8s	97.8%	731.8 MB	3 GB	67.2 MB	38.1 MB
43	e5/32ed4a	129718	predictRF (28)	COMPLETED	0	2025-11-22 16:56:04.928	54.6s	52.6s	97.8%	731.9 MB	3 GB	67.3 MB	38.2 MB
46	24/a3d76a	129719	predictRF (31)	COMPLETED	0	2025-11-22 16:56:04.957	54.6s	48.9s	98.3%	741.3 MB	3 GB	67.4 MB	38.5 MB
51	38/39e0ca	129720	predictRF (36)	COMPLETED	0	2025-11-22 16:56:04.986	54.6s	50.9s	98.1%	732.1 MB	3 GB	68.4 MB	40.3 MB
52	96/bc2ef5	129721	predictRF (37)	COMPLETED	0	2025-11-22 16:56:05.014	54.6s	49.8s	97.9%	732.2 MB	3 GB	68.4 MB	40.3 MB
54	d6/0a71ee	129722	setHaplotypes (1)	COMPLETED	0	2025-11-22 16:56:59.682	9.9s	7.2s	108.5%	9.9 MB	654.8 MB	904.6 MB	479.8 MB
55	78/b2a46a	129723	setHaplotypes (2)	COMPLETED	0	2025-11-22 16:56:59.721	14.8s	10.1s	108.2%	10.1 MB	654.8 MB	1.2 GB	671.3 MB
56	9c/cad040	129724	setHaplotypes (3)	COMPLETED	0	2025-11-22 16:56:59.752	14.8s	10.7s	109.2%	11.9 MB	869.7 MB	1.4 GB	757.3 MB
57	53/0ff460	129727	seqtk (1)	COMPLETED	0	2025-11-22 16:57:13.404	17m 31s	17m 25s	659.8%	106.7 MB	759.1 MB	59 GB	42 GB
62	9b/aed56b	129728	seqtk (6)	COMPLETED	0	2025-11-22 16:57:14.608	21m 55s	21m 53s	362.2%	112.9 MB	825.9 MB	67.1 GB	27.3 GB
65	d3/7a3b67	129732	seqtk (9)	COMPLETED	0	2025-11-22 16:57:14.737	22m 40s	22m 38s	347.6%	154.8 MB	804 MB	72.7 GB	28.5 GB
64	46/eaa2fd	129733	seqtk (8)	COMPLETED	0	2025-11-22 16:57:14.764	23m 55s	23m 53s	728.7%	178.1 MB	888.1 MB	104.1 GB	73.7 GB
61	54/706768	129731	seqtk (5)	COMPLETED	0	2025-11-22 16:57:14.709	24m 35s	24m 29s	665.6%	163.8 MB	816 MB	94.4 GB	66.6 GB
59	4f/f67a06	129726	seqtk (3)	COMPLETED	0	2025-11-22 16:57:13.372	25m 1s	24m 59s	182.3%	99.2 MB	748.9 MB	41.9 GB	17.2 GB
58	d7/648971	129725	seqtk (2)	COMPLETED	0	2025-11-22 16:57:13.317	26m 1s	25m 57s	371.9%	107.4 MB	758.2 MB	58.4 GB	41 GB
60	9a/9d92aa	129730	seqtk (4)	COMPLETED	0	2025-11-22 16:57:14.677	30m 30s	30m 26s	641.3%	165.7 MB	817.5 MB	95.5 GB	68.2 GB
63	9c/34c574	129729	seqtk (7)	COMPLETED	0	2025-11-22 16:57:14.645	32m 45s	32m 41s	650.6%	179.5 MB	890.7 MB	105.3 GB	75.5 GB
