task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
25	70/682ac4	35312	predictRF (3)	COMPLETED	0	2025-05-13 18:28:57.284	54.8s	44.1s	99.1%	706.1 MB	3 GB	67.3 MB	38.6 MB
26	51/1a9c20	35310	predictRF (4)	COMPLETED	0	2025-05-13 18:28:57.225	59.9s	47.9s	98.5%	677.8 MB	2.9 GB	65.5 MB	36.3 MB
24	6e/3fc82b	35309	predictRF (2)	COMPLETED	0	2025-05-13 18:28:57.180	1m 5s	53.1s	98.9%	705.9 MB	3 GB	67.3 MB	38.4 MB
17	0a/0a275a	35199	FastKM (8)	COMPLETED	0	2025-05-13 16:33:37.797	2h 11m 4s	2h 11m 1s	3494.6%	25.6 GB	29.1 GB	60.1 GB	3.8 GB
27	c1/351d5b	35313	trainRF (2)	COMPLETED	0	2025-05-13 18:44:42.239	5m 40s	5m 10s	99.4%	6.3 GB	8.5 GB	538 MB	358.6 MB
33	38/47dbc9	35315	predictRF (10)	COMPLETED	0	2025-05-13 18:50:22.273	34.9s	16.8s	96.2%	454.2 MB	2.7 GB	42.7 MB	6.9 MB
31	0e/b7e560	35319	predictRF (8)	COMPLETED	0	2025-05-13 18:50:22.394	54.8s	39s	100.4%	709.1 MB	3 GB	66.9 MB	37.4 MB
29	2a/71e82e	35316	predictRF (6)	COMPLETED	0	2025-05-13 18:50:22.302	1m 5s	47.5s	98.6%	710.7 MB	3 GB	67.1 MB	37.7 MB
30	2e/161a55	35314	predictRF (7)	COMPLETED	0	2025-05-13 18:50:22.237	1m 10s	53.4s	98.5%	710.5 MB	3 GB	66.8 MB	37.3 MB
28	f3/760e3e	35317	predictRF (5)	COMPLETED	0	2025-05-13 18:50:22.329	1m 10s	54.1s	98.3%	706.4 MB	3 GB	66.6 MB	36.8 MB
32	be/b97456	35318	predictRF (9)	COMPLETED	0	2025-05-13 18:50:22.358	1m 10s	53.8s	97.8%	730.4 MB	3 GB	67 MB	37.6 MB
16	fe/7e93ed	35200	FastKM (7)	COMPLETED	0	2025-05-13 16:33:37.830	2h 27m 54s	2h 27m 51s	3417.5%	33.3 GB	37.4 GB	62.9 GB	3.8 GB
34	07/13ff12	35320	trainRF (3)	COMPLETED	0	2025-05-13 19:01:32.266	4m 10s	4m 1s	99.4%	4.4 GB	6.7 GB	464.3 MB	308.8 MB
39	27/46b680	35325	predictRF (15)	COMPLETED	0	2025-05-13 19:05:42.387	29.8s	16.7s	95.7%	436.7 MB	2.7 GB	41.2 MB	6.9 MB
37	17/026914	35322	predictRF (13)	COMPLETED	0	2025-05-13 19:05:42.297	54.9s	45.4s	98.3%	691.7 MB	2.9 GB	66.6 MB	39.3 MB
36	2a/b7102a	35321	predictRF (12)	COMPLETED	0	2025-05-13 19:05:42.267	1m 5s	53.5s	98.1%	691.4 MB	2.9 GB	67.1 MB	40.2 MB
38	19/b5be5d	35323	predictRF (14)	COMPLETED	0	2025-05-13 19:05:42.327	1m 5s	53.2s	97.5%	692.3 MB	2.9 GB	66.8 MB	39.8 MB
35	6b/993844	35324	predictRF (11)	COMPLETED	0	2025-05-13 19:05:42.356	1m 5s	53s	97.5%	691.4 MB	2.9 GB	66.6 MB	39.4 MB
21	9e/28b98e	35194	FastKM (12)	COMPLETED	0	2025-05-13 16:33:37.625	3h 48m 30s	3h 48m 27s	3862.7%	29.1 GB	32.7 GB	82 GB	3.9 GB
19	95/12f17d	35195	FastKM (10)	COMPLETED	0	2025-05-13 16:33:37.661	3h 52m 15s	3h 52m 9s	3894.2%	34.6 GB	38.2 GB	76.2 GB	3.8 GB
40	ba/c635bc	35329	trainRF (4)	COMPLETED	0	2025-05-13 20:22:07.483	4m 35s	4m 29s	99.6%	4.7 GB	7 GB	787 MB	524.2 MB
49	74/ecc503	35336	predictRF (23)	COMPLETED	0	2025-05-13 20:26:42.619	39.8s	39s	99.9%	609.4 MB	2.9 GB	59 MB	28.9 MB
42	e8/5aed8d	35334	predictRF (16)	COMPLETED	0	2025-05-13 20:26:42.567	49.8s	47.3s	98.1%	686.5 MB	2.9 GB	66.9 MB	39.1 MB
44	f2/e5266f	35335	predictRF (18)	COMPLETED	0	2025-05-13 20:26:42.592	49.8s	47.6s	98.0%	686.3 MB	2.9 GB	66.9 MB	39 MB
48	f5/1cf47c	35331	predictRF (22)	COMPLETED	0	2025-05-13 20:26:42.467	54.9s	49.5s	98.0%	690.3 MB	2.9 GB	66.9 MB	39.1 MB
47	6d/ba6e73	35332	predictRF (21)	COMPLETED	0	2025-05-13 20:26:42.496	54.9s	52.5s	98.1%	690.5 MB	2.9 GB	66.9 MB	39.1 MB
46	a3/99666e	35333	predictRF (20)	COMPLETED	0	2025-05-13 20:26:42.540	54.9s	49.4s	97.6%	687.7 MB	2.9 GB	67.1 MB	39.5 MB
43	06/e448b7	35337	predictRF (17)	COMPLETED	0	2025-05-13 20:26:42.649	54.8s	48s	98.1%	686 MB	2.9 GB	66.6 MB	38.6 MB
45	e6/e960bd	35338	predictRF (19)	COMPLETED	0	2025-05-13 20:26:42.678	54.7s	48s	98.6%	685 MB	2.9 GB	66.8 MB	38.8 MB
41	cd/ced34a	35330	trainRF (5)	COMPLETED	0	2025-05-13 20:25:52.468	4m 15s	4m 12s	99.6%	4.2 GB	6.5 GB	591.6 MB	394.5 MB
55	30/6361c0	35341	predictRF (29)	COMPLETED	0	2025-05-13 20:30:07.532	29.9s	27.1s	96.6%	525.1 MB	2.8 GB	51.2 MB	18.8 MB
51	a7/034559	35342	predictRF (25)	COMPLETED	0	2025-05-13 20:30:07.559	49.9s	46.3s	97.9%	697.6 MB	2.9 GB	67.8 MB	40.2 MB
52	2e/5de39f	35339	predictRF (26)	COMPLETED	0	2025-05-13 20:30:07.470	54.9s	51.8s	97.8%	697.8 MB	2.9 GB	68 MB	40.7 MB
54	7b/a1bd17	35340	predictRF (28)	COMPLETED	0	2025-05-13 20:30:07.505	54.9s	51.7s	97.6%	697.4 MB	2.9 GB	67.8 MB	40.3 MB
50	c2/d74129	35343	predictRF (24)	COMPLETED	0	2025-05-13 20:30:07.588	54.8s	50s	98.8%	709.3 MB	2.9 GB	67.7 MB	40 MB
53	e4/c9e81e	35344	predictRF (27)	COMPLETED	0	2025-05-13 20:30:07.615	54.8s	49.7s	97.2%	701.7 MB	3 GB	67.9 MB	40.4 MB
15	d9/704efa	35204	FastKM (6)	COMPLETED	0	2025-05-13 16:33:37.958	4h 34m 40s	2h 6m 46s	3269.2%	32.2 GB	36.5 GB	57.1 GB	3.8 GB
56	7d/d0e244	35346	trainRF (6)	COMPLETED	0	2025-05-13 21:08:17.586	4m 35s	4m 30s	99.6%	5.4 GB	7.7 GB	396.5 MB	264.3 MB
60	81/4ac539	35349	predictRF (33)	COMPLETED	0	2025-05-13 21:12:52.629	29.9s	25.3s	97.6%	522 MB	2.8 GB	51 MB	18.4 MB
57	59/7ea5ee	35347	predictRF (30)	COMPLETED	0	2025-05-13 21:12:52.577	44.9s	42.1s	98.3%	698.5 MB	2.9 GB	67.2 MB	39 MB
59	7f/ee60ab	35348	predictRF (32)	COMPLETED	0	2025-05-13 21:12:52.604	44.9s	43.4s	97.5%	696.9 MB	2.9 GB	67.2 MB	39 MB
58	44/9994b4	35350	predictRF (31)	COMPLETED	0	2025-05-13 21:12:52.655	44.9s	43.2s	98.1%	701.8 MB	2.9 GB	67.5 MB	39.5 MB
20	33/631d18	35203	FastKM (11)	COMPLETED	0	2025-05-13 16:33:37.926	5h 30m 45s	3h 19m 40s	3781.7%	36.8 GB	40.7 GB	77.4 GB	3.9 GB
61	dc/6c55f6	35351	trainRF (7)	COMPLETED	0	2025-05-13 22:04:22.688	4m 40s	4m 35s	99.3%	4.4 GB	6.7 GB	602.5 MB	401.3 MB
67	89/cefedd	35357	predictRF (39)	COMPLETED	0	2025-05-13 22:09:02.834	39.8s	37.1s	96.9%	552 MB	2.8 GB	55 MB	24.2 MB
63	7b/167641	35352	predictRF (35)	COMPLETED	0	2025-05-13 22:09:02.700	54.9s	51.6s	97.7%	682.4 MB	2.9 GB	67 MB	39.6 MB
66	d3/177bf9	35353	predictRF (38)	COMPLETED	0	2025-05-13 22:09:02.727	54.9s	50s	97.8%	681.8 MB	2.9 GB	67.5 MB	40.4 MB
62	7e/1ccf4b	35354	predictRF (34)	COMPLETED	0	2025-05-13 22:09:02.754	54.9s	50.7s	97.7%	681.8 MB	2.9 GB	67.3 MB	40 MB
65	ad/bf8075	35355	predictRF (37)	COMPLETED	0	2025-05-13 22:09:02.781	54.9s	50.6s	97.5%	681.6 MB	2.9 GB	67.6 MB	40.6 MB
64	ce/7246f3	35356	predictRF (36)	COMPLETED	0	2025-05-13 22:09:02.807	54.8s	50.4s	97.3%	685.5 MB	2.9 GB	67.2 MB	39.9 MB
13	2b/d50829	35198	FastKM (4)	COMPLETED	0	2025-05-13 16:33:37.763	6h 19m 40s	6h 19m 37s	4212.8%	13.8 GB	17.3 GB	123.8 GB	4.8 GB
68	a2/a03772	35360	trainRF (8)	COMPLETED	0	2025-05-13 22:53:17.804	4m 30s	4m 25s	100.5%	4.5 GB	6.8 GB	3.2 GB	2.2 GB
106	d7/2a6d97	35395	predictRF (77)	COMPLETED	0	2025-05-13 22:57:49.422	28.3s	20s	96.0%	456.1 MB	2.7 GB	44.7 MB	11.6 MB
83	f2/1c01b7	35369	predictRF (54)	COMPLETED	0	2025-05-13 22:57:48.385	44.3s	43.5s	97.4%	691.7 MB	2.9 GB	64.6 MB	36.3 MB
89	72/52df37	35361	predictRF (60)	COMPLETED	0	2025-05-13 22:57:47.948	49.8s	47.4s	97.3%	701.4 MB	2.9 GB	65.1 MB	37.3 MB
72	35/079490	35362	predictRF (43)	COMPLETED	0	2025-05-13 22:57:48.002	49.7s	47.3s	97.7%	691.7 MB	2.9 GB	64.9 MB	36.8 MB
73	da/762ec0	35363	predictRF (44)	COMPLETED	0	2025-05-13 22:57:48.085	49.6s	47.7s	97.4%	691.4 MB	2.9 GB	64.6 MB	36 MB
102	74/24dfa2	35364	predictRF (73)	COMPLETED	0	2025-05-13 22:57:48.130	49.6s	47.7s	97.4%	690.6 MB	2.9 GB	65.2 MB	37.4 MB
74	1d/a563f2	35365	predictRF (45)	COMPLETED	0	2025-05-13 22:57:48.177	49.6s	47.6s	97.6%	691.7 MB	2.9 GB	64.7 MB	36.4 MB
76	6e/dbb91d	35366	predictRF (47)	COMPLETED	0	2025-05-13 22:57:48.228	49.5s	46.4s	98.0%	693.5 MB	2.9 GB	64.7 MB	36.2 MB
81	9f/9600c1	35367	predictRF (52)	COMPLETED	0	2025-05-13 22:57:48.278	49.5s	46.8s	97.6%	691.5 MB	2.9 GB	64.8 MB	36.5 MB
75	12/a5f843	35368	predictRF (46)	COMPLETED	0	2025-05-13 22:57:48.333	49.4s	47.2s	98.8%	691.5 MB	2.9 GB	64.9 MB	36.8 MB
88	25/3d2c05	35370	predictRF (59)	COMPLETED	0	2025-05-13 22:57:48.437	49.3s	44s	97.8%	691.1 MB	2.9 GB	64.9 MB	36.9 MB
101	ec/668104	35371	predictRF (72)	COMPLETED	0	2025-05-13 22:57:48.490	49.3s	47.4s	97.4%	691.6 MB	2.9 GB	65.3 MB	37.5 MB
77	0b/33767a	35372	predictRF (48)	COMPLETED	0	2025-05-13 22:57:48.547	49.2s	43.1s	99.2%	691.6 MB	2.9 GB	64.9 MB	36.7 MB
94	83/1e185c	35398	predictRF (65)	COMPLETED	0	2025-05-13 22:57:49.497	48.3s	40.8s	100.3%	710.4 MB	2.9 GB	65 MB	37.1 MB
96	62/85466b	35373	predictRF (67)	COMPLETED	0	2025-05-13 22:57:48.611	54.1s	46.8s	98.3%	691.1 MB	2.9 GB	65 MB	37 MB
80	dc/985d97	35374	predictRF (51)	COMPLETED	0	2025-05-13 22:57:48.699	54s	49.2s	97.3%	691.8 MB	2.9 GB	64.9 MB	36.8 MB
95	0f/e451bb	35379	predictRF (66)	COMPLETED	0	2025-05-13 22:57:48.969	53.8s	49.4s	97.5%	693.3 MB	2.9 GB	64.9 MB	36.9 MB
84	d7/23401d	35391	predictRF (55)	COMPLETED	0	2025-05-13 22:57:49.285	53.5s	47.8s	97.4%	690.9 MB	2.9 GB	65 MB	37 MB
93	ab/e369d8	35393	predictRF (64)	COMPLETED	0	2025-05-13 22:57:49.336	53.4s	47.4s	97.7%	691.9 MB	2.9 GB	65 MB	37 MB
105	d7/b6100c	35396	predictRF (76)	COMPLETED	0	2025-05-13 22:57:49.448	53.3s	46.3s	98.1%	691.7 MB	2.9 GB	64.1 MB	35.9 MB
104	30/a0434c	35375	predictRF (75)	COMPLETED	0	2025-05-13 22:57:48.776	59s	50.6s	97.5%	691.2 MB	2.9 GB	65.2 MB	34.7 MB
79	d9/ba3ede	35376	predictRF (50)	COMPLETED	0	2025-05-13 22:57:48.888	58.8s	51.9s	97.4%	691.9 MB	2.9 GB	64.8 MB	36.7 MB
71	8e/7eb966	35377	predictRF (42)	COMPLETED	0	2025-05-13 22:57:48.916	58.8s	52.4s	97.4%	690.9 MB	2.9 GB	64.8 MB	36.6 MB
78	4c/3e3825	35378	predictRF (49)	COMPLETED	0	2025-05-13 22:57:48.944	58.8s	51.7s	97.3%	691.8 MB	2.9 GB	64.8 MB	36.6 MB
82	fc/c14004	35380	predictRF (53)	COMPLETED	0	2025-05-13 22:57:48.995	58.7s	51.4s	97.4%	691.4 MB	2.9 GB	65 MB	36.8 MB
91	a2/149396	35381	predictRF (62)	COMPLETED	0	2025-05-13 22:57:49.021	58.7s	51.2s	97.4%	691.2 MB	2.9 GB	64.9 MB	36.8 MB
100	f8/7f9b46	35382	predictRF (71)	COMPLETED	0	2025-05-13 22:57:49.048	58.7s	50.6s	97.2%	691.3 MB	2.9 GB	65 MB	37.1 MB
85	4c/cbb95d	35387	predictRF (56)	COMPLETED	0	2025-05-13 22:57:49.187	58.6s	51.8s	97.2%	691.2 MB	2.9 GB	64.9 MB	36.6 MB
90	01/70d673	35388	predictRF (61)	COMPLETED	0	2025-05-13 22:57:49.213	58.5s	50.7s	97.3%	691 MB	2.9 GB	64.9 MB	36.8 MB
87	02/8eef4d	35389	predictRF (58)	COMPLETED	0	2025-05-13 22:57:49.237	58.5s	50.4s	98.2%	691.1 MB	2.9 GB	64.7 MB	36.3 MB
86	3a/c0c4f3	35390	predictRF (57)	COMPLETED	0	2025-05-13 22:57:49.262	58.5s	51.4s	97.7%	691.3 MB	2.9 GB	65 MB	37.1 MB
103	92/a6a03c	35392	predictRF (74)	COMPLETED	0	2025-05-13 22:57:49.311	58.5s	51.3s	97.3%	700.9 MB	2.9 GB	65.4 MB	38.2 MB
99	45/860496	35394	predictRF (70)	COMPLETED	0	2025-05-13 22:57:49.397	58.4s	51.2s	97.6%	691.2 MB	2.9 GB	65.2 MB	37.4 MB
70	bd/5ef731	35397	predictRF (41)	COMPLETED	0	2025-05-13 22:57:49.472	58.3s	51.1s	97.4%	693.1 MB	2.9 GB	64.7 MB	36.5 MB
92	16/40911f	35384	predictRF (63)	COMPLETED	0	2025-05-13 22:57:49.110	1m 4s	1m	98.3%	691.1 MB	2.9 GB	64.7 MB	36.3 MB
69	ee/f5eb3a	35385	predictRF (40)	COMPLETED	0	2025-05-13 22:57:49.136	1m 4s	59.3s	97.7%	699.5 MB	2.9 GB	65 MB	36.9 MB
97	29/900581	35386	predictRF (68)	COMPLETED	0	2025-05-13 22:57:49.161	1m 4s	59.7s	98.1%	693.5 MB	2.9 GB	64.9 MB	36.7 MB
98	8f/f41251	35383	predictRF (69)	COMPLETED	0	2025-05-13 22:57:49.084	1m 9s	1m	98.4%	715.1 MB	2.9 GB	65.2 MB	37.4 MB
11	b3/c9a815	35196	FastKM (2)	COMPLETED	0	2025-05-13 16:33:37.696	6h 33m 25s	6h 33m 23s	4194.1%	13.8 GB	17.4 GB	153.6 GB	4.8 GB
107	78/92c517	35399	trainRF (9)	COMPLETED	0	2025-05-13 23:07:02.827	4m 25s	4m 19s	100.6%	4.3 GB	6.5 GB	3.3 GB	2.2 GB
145	75/6ee849	35435	predictRF (115)	COMPLETED	0	2025-05-13 23:11:28.831	18.9s	15.4s	97.6%	384.4 MB	2.6 GB	41.5 MB	7.2 MB
126	96/b4d8b5	35408	predictRF (96)	COMPLETED	0	2025-05-13 23:11:28.089	44.7s	43.9s	97.9%	699.3 MB	2.9 GB	65.3 MB	37.2 MB
111	a9/4dc68e	35401	predictRF (81)	COMPLETED	0	2025-05-13 23:11:27.901	49.9s	44.9s	97.4%	701 MB	2.9 GB	65.4 MB	37.3 MB
113	a0/33609c	35404	predictRF (83)	COMPLETED	0	2025-05-13 23:11:27.981	49.8s	45.5s	97.5%	722.8 MB	2.9 GB	65.2 MB	36.9 MB
120	24/d24674	35406	predictRF (90)	COMPLETED	0	2025-05-13 23:11:28.035	49.7s	46.2s	98.4%	699.1 MB	2.9 GB	65.3 MB	37.2 MB
112	e2/0b721b	35407	predictRF (82)	COMPLETED	0	2025-05-13 23:11:28.062	49.7s	48s	97.9%	698.6 MB	2.9 GB	65.3 MB	36.9 MB
118	8e/08dd05	35412	predictRF (88)	COMPLETED	0	2025-05-13 23:11:28.206	49.6s	43s	97.5%	699.1 MB	2.9 GB	65.4 MB	37.5 MB
138	48/afda22	35437	predictRF (108)	COMPLETED	0	2025-05-13 23:11:28.882	48.9s	41.5s	100.2%	699.8 MB	2.9 GB	65.8 MB	38.2 MB
122	a4/a0b73e	35400	predictRF (92)	COMPLETED	0	2025-05-13 23:11:27.870	54.9s	51.4s	98.0%	701 MB	2.9 GB	65.3 MB	37.1 MB
110	10/f34d82	35402	predictRF (80)	COMPLETED	0	2025-05-13 23:11:27.928	54.8s	51.2s	97.7%	699 MB	2.9 GB	65.5 MB	37.7 MB
108	ac/03427c	35403	predictRF (78)	COMPLETED	0	2025-05-13 23:11:27.955	54.8s	51.1s	97.3%	699.2 MB	2.9 GB	65.5 MB	37.6 MB
117	12/9b8d7a	35405	predictRF (87)	COMPLETED	0	2025-05-13 23:11:28.008	54.8s	51.7s	98.2%	728.6 MB	2.9 GB	65.4 MB	37.3 MB
119	f4/50373f	35409	predictRF (89)	COMPLETED	0	2025-05-13 23:11:28.115	54.7s	47.4s	97.7%	698.6 MB	2.9 GB	65.5 MB	37.6 MB
116	43/4407af	35410	predictRF (86)	COMPLETED	0	2025-05-13 23:11:28.142	54.6s	46.6s	97.7%	699.3 MB	2.9 GB	65.6 MB	37.7 MB
125	01/d22d17	35411	predictRF (95)	COMPLETED	0	2025-05-13 23:11:28.169	54.6s	49.3s	97.9%	699 MB	2.9 GB	65.5 MB	37.7 MB
144	f3/cd54ae	35415	predictRF (114)	COMPLETED	0	2025-05-13 23:11:28.288	54.5s	49.3s	97.3%	699.1 MB	2.9 GB	64.8 MB	36.8 MB
132	81/70ccec	35416	predictRF (102)	COMPLETED	0	2025-05-13 23:11:28.315	54.5s	50.4s	98.0%	714.7 MB	2.9 GB	65.5 MB	37.7 MB
128	38/1023e9	35417	predictRF (98)	COMPLETED	0	2025-05-13 23:11:28.342	54.5s	49.7s	97.2%	698.9 MB	2.9 GB	65.7 MB	38 MB
134	ee/1ab345	35418	predictRF (104)	COMPLETED	0	2025-05-13 23:11:28.368	54.4s	49.6s	97.4%	698.9 MB	2.9 GB	65.3 MB	37.2 MB
124	ff/1abb96	35425	predictRF (94)	COMPLETED	0	2025-05-13 23:11:28.553	54.2s	50.7s	97.1%	699 MB	2.9 GB	65.5 MB	37.5 MB
109	af/8d39a0	35427	predictRF (79)	COMPLETED	0	2025-05-13 23:11:28.604	54.2s	50.8s	97.6%	698.3 MB	2.9 GB	65.3 MB	37.4 MB
115	84/230719	35429	predictRF (85)	COMPLETED	0	2025-05-13 23:11:28.675	54.1s	48.6s	97.2%	699.2 MB	2.9 GB	65.3 MB	37 MB
143	5a/b4b230	35430	predictRF (113)	COMPLETED	0	2025-05-13 23:11:28.702	54.1s	49.4s	97.2%	699.4 MB	2.9 GB	65.8 MB	36.9 MB
135	e1/5d49b8	35432	predictRF (105)	COMPLETED	0	2025-05-13 23:11:28.754	54.1s	48.4s	97.3%	699.4 MB	2.9 GB	65.5 MB	37.8 MB
141	26/5727b8	35436	predictRF (111)	COMPLETED	0	2025-05-13 23:11:28.855	54s	50.9s	97.9%	698.9 MB	2.9 GB	66 MB	38.8 MB
142	31/6ff72b	35433	predictRF (112)	COMPLETED	0	2025-05-13 23:11:28.779	54s	48s	97.4%	698.5 MB	2.9 GB	65.8 MB	37.9 MB
133	e2/4869cb	35413	predictRF (103)	COMPLETED	0	2025-05-13 23:11:28.236	59.5s	51.8s	97.3%	698.8 MB	2.9 GB	65.7 MB	38.2 MB
131	0c/b76bc4	35414	predictRF (101)	COMPLETED	0	2025-05-13 23:11:28.262	59.5s	52.2s	97.1%	698.8 MB	2.9 GB	65.3 MB	37.1 MB
130	a9/ef0230	35419	predictRF (100)	COMPLETED	0	2025-05-13 23:11:28.394	59.4s	51.5s	97.9%	701.1 MB	2.9 GB	65.4 MB	37.6 MB
127	4d/a9e6d1	35420	predictRF (97)	COMPLETED	0	2025-05-13 23:11:28.421	59.4s	51.3s	97.5%	699.2 MB	2.9 GB	65.4 MB	37.6 MB
129	8b/1710d5	35422	predictRF (99)	COMPLETED	0	2025-05-13 23:11:28.474	59.3s	51.5s	97.2%	700.9 MB	2.9 GB	65.5 MB	37.6 MB
123	09/6d657d	35426	predictRF (93)	COMPLETED	0	2025-05-13 23:11:28.579	59.2s	51.6s	97.1%	698.8 MB	2.9 GB	65.5 MB	37.7 MB
136	d8/b136d8	35434	predictRF (106)	COMPLETED	0	2025-05-13 23:11:28.805	59s	51.9s	97.2%	699 MB	2.9 GB	65.4 MB	37.5 MB
114	5a/f5282b	35431	predictRF (84)	COMPLETED	0	2025-05-13 23:11:28.727	59.1s	51.3s	97.4%	699.2 MB	2.9 GB	65.4 MB	37.3 MB
137	07/72988f	35421	predictRF (107)	COMPLETED	0	2025-05-13 23:11:28.447	1m 4s	59.4s	97.5%	699.2 MB	2.9 GB	66 MB	38.6 MB
139	62/e9059b	35423	predictRF (109)	COMPLETED	0	2025-05-13 23:11:28.501	1m 4s	59.9s	97.9%	701.4 MB	2.9 GB	65.5 MB	37.7 MB
140	6e/7ba601	35424	predictRF (110)	COMPLETED	0	2025-05-13 23:11:28.527	1m 4s	1m	97.7%	699.2 MB	2.9 GB	66 MB	38.6 MB
121	1f/76640d	35428	predictRF (91)	COMPLETED	0	2025-05-13 23:11:28.629	1m 4s	1m	97.5%	698.6 MB	2.9 GB	65.6 MB	37.6 MB
18	ec/a3a4ca	35205	FastKM (9)	COMPLETED	0	2025-05-13 16:33:37.986	7h 36m 5s	3h 47m 34s	3792.9%	31.6 GB	35.2 GB	80.3 GB	3.9 GB
146	b5/2465de	35442	trainRF (10)	COMPLETED	0	2025-05-14 00:09:42.949	4m 10s	4m 8s	99.5%	4.4 GB	6.7 GB	703.6 MB	469 MB
153	77/b664f7	35446	predictRF (122)	COMPLETED	0	2025-05-14 00:13:53.038	44.8s	40.7s	97.2%	616.2 MB	2.9 GB	59.9 MB	29.9 MB
148	7f/15987d	35443	predictRF (117)	COMPLETED	0	2025-05-14 00:13:52.932	49.9s	49.2s	98.6%	704.4 MB	3 GB	67.7 MB	39.9 MB
152	9f/6982f8	35444	predictRF (121)	COMPLETED	0	2025-05-14 00:13:52.960	49.9s	47s	99.0%	703.4 MB	3 GB	67.7 MB	40 MB
151	c0/2a94c5	35445	predictRF (120)	COMPLETED	0	2025-05-14 00:13:53.012	54.9s	48.2s	97.2%	703.8 MB	3 GB	67.7 MB	40 MB
150	bb/c20ace	35447	predictRF (119)	COMPLETED	0	2025-05-14 00:13:53.065	54.8s	50.4s	98.0%	703.8 MB	3 GB	67.2 MB	39.1 MB
147	73/6f41f6	35448	predictRF (116)	COMPLETED	0	2025-05-14 00:13:53.092	54.8s	47s	97.5%	704.3 MB	3 GB	67.3 MB	39.3 MB
149	20/801310	35449	predictRF (118)	COMPLETED	0	2025-05-14 00:13:53.118	54.8s	49.2s	98.2%	705.7 MB	3 GB	67.5 MB	39.6 MB
12	55/22dcc0	35201	FastKM (3)	COMPLETED	0	2025-05-13 16:33:37.862	8h 6m 35s	7h 57m 36s	4219.8%	14.2 GB	17.7 GB	132.8 GB	4.8 GB
154	b3/52b109	35450	trainRF (11)	COMPLETED	0	2025-05-14 00:40:12.974	3m 55s	3m 51s	100.8%	4.2 GB	6.5 GB	3.4 GB	2.3 GB
194	02/a863fc	35477	predictRF (162)	COMPLETED	0	2025-05-14 00:44:08.709	29.2s	26.3s	96.3%	484.1 MB	2.7 GB	48.6 MB	16.6 MB
161	fc/1d2398	35451	predictRF (129)	COMPLETED	0	2025-05-14 00:44:08.018	54.9s	49.5s	97.3%	692.7 MB	2.9 GB	65 MB	37.1 MB
163	0b/32bbca	35452	predictRF (131)	COMPLETED	0	2025-05-14 00:44:08.045	54.9s	50.6s	97.4%	693 MB	2.9 GB	64.8 MB	36.6 MB
168	ee/511ac6	35453	predictRF (136)	COMPLETED	0	2025-05-14 00:44:08.071	54.9s	50.6s	97.3%	693.4 MB	2.9 GB	64.9 MB	36.9 MB
160	b3/a90563	35454	predictRF (128)	COMPLETED	0	2025-05-14 00:44:08.097	54.8s	51.9s	97.2%	693.4 MB	2.9 GB	64.7 MB	36.4 MB
172	94/ba8559	35455	predictRF (140)	COMPLETED	0	2025-05-14 00:44:08.122	54.8s	51.5s	97.4%	692.9 MB	2.9 GB	65 MB	37.1 MB
