task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
158	a3/fc6369	35456	predictRF (126)	COMPLETED	0	2025-05-14 00:44:08.148	54.8s	51s	97.8%	703.1 MB	2.9 GB	65 MB	37 MB
181	95/99e439	35457	predictRF (149)	COMPLETED	0	2025-05-14 00:44:08.174	54.8s	50s	98.0%	693.6 MB	2.9 GB	64.9 MB	36.9 MB
157	28/62de24	35458	predictRF (125)	COMPLETED	0	2025-05-14 00:44:08.199	54.7s	51.3s	97.0%	693.4 MB	2.9 GB	64.9 MB	37.1 MB
162	04/d26099	35459	predictRF (130)	COMPLETED	0	2025-05-14 00:44:08.225	54.7s	52.3s	97.2%	693 MB	2.9 GB	64.8 MB	36.6 MB
156	cc/d624c3	35460	predictRF (124)	COMPLETED	0	2025-05-14 00:44:08.252	54.7s	52.3s	97.8%	693.4 MB	2.9 GB	64.6 MB	36.5 MB
155	eb/61ceb4	35461	predictRF (123)	COMPLETED	0	2025-05-14 00:44:08.277	54.7s	52.5s	97.6%	693.2 MB	2.9 GB	65.1 MB	37.3 MB
177	6a/5caba0	35462	predictRF (145)	COMPLETED	0	2025-05-14 00:44:08.302	54.7s	53.1s	97.8%	693.4 MB	2.9 GB	65.2 MB	37.6 MB
170	cf/3fa079	35463	predictRF (138)	COMPLETED	0	2025-05-14 00:44:08.327	54.6s	52.7s	97.4%	692.7 MB	2.9 GB	64.8 MB	36.8 MB
164	de/7734c4	35464	predictRF (132)	COMPLETED	0	2025-05-14 00:44:08.353	54.6s	51.9s	97.3%	693.4 MB	2.9 GB	65.1 MB	37.5 MB
159	96/763072	35465	predictRF (127)	COMPLETED	0	2025-05-14 00:44:08.379	54.6s	53.6s	97.3%	695.4 MB	2.9 GB	64.8 MB	36.6 MB
166	74/307386	35466	predictRF (134)	COMPLETED	0	2025-05-14 00:44:08.405	54.6s	51.5s	99.0%	692.9 MB	2.9 GB	64.9 MB	37.2 MB
171	33/3bc03f	35467	predictRF (139)	COMPLETED	0	2025-05-14 00:44:08.432	54.5s	50.6s	97.2%	712.8 MB	2.9 GB	65 MB	37.1 MB
185	cc/4b0f6b	35468	predictRF (153)	COMPLETED	0	2025-05-14 00:44:08.458	54.5s	51s	97.1%	693 MB	2.9 GB	64.9 MB	37.1 MB
167	97/5da7b2	35469	predictRF (135)	COMPLETED	0	2025-05-14 00:44:08.491	54.5s	50.4s	97.0%	693.3 MB	2.9 GB	64.9 MB	37 MB
180	3c/5038bf	35474	predictRF (148)	COMPLETED	0	2025-05-14 00:44:08.635	54.4s	50s	97.1%	695.4 MB	2.9 GB	65 MB	37.2 MB
174	8f/dcb995	35475	predictRF (142)	COMPLETED	0	2025-05-14 00:44:08.660	54.3s	48.5s	98.4%	692.8 MB	2.9 GB	64.8 MB	36.7 MB
187	54/daf641	35476	predictRF (155)	COMPLETED	0	2025-05-14 00:44:08.684	54.3s	51.6s	97.6%	693.6 MB	2.9 GB	65.2 MB	37.5 MB
173	fa/67289f	35478	predictRF (141)	COMPLETED	0	2025-05-14 00:44:08.735	54.3s	48.2s	97.6%	693 MB	2.9 GB	65.1 MB	37.4 MB
175	9d/febab1	35479	predictRF (143)	COMPLETED	0	2025-05-14 00:44:08.761	54.2s	51.5s	97.2%	693 MB	2.9 GB	65 MB	37.2 MB
176	9d/7f9ba8	35480	predictRF (144)	COMPLETED	0	2025-05-14 00:44:08.786	54.2s	51.3s	97.0%	693 MB	2.9 GB	65.1 MB	37.4 MB
179	b0/8ba022	35482	predictRF (147)	COMPLETED	0	2025-05-14 00:44:08.837	54.2s	49.1s	97.3%	693.3 MB	2.9 GB	64.8 MB	36.7 MB
186	61/09e746	35481	predictRF (154)	COMPLETED	0	2025-05-14 00:44:08.812	59.1s	52.1s	97.4%	693.4 MB	2.9 GB	65.3 MB	37.8 MB
165	2c/ac61f1	35483	predictRF (133)	COMPLETED	0	2025-05-14 00:44:08.862	59.1s	52s	97.2%	692.9 MB	2.9 GB	64.7 MB	36.6 MB
178	b4/e329ab	35484	predictRF (146)	COMPLETED	0	2025-05-14 00:44:08.886	59s	55s	97.7%	693.1 MB	2.9 GB	64.9 MB	37.1 MB
184	a1/e30a19	35485	predictRF (152)	COMPLETED	0	2025-05-14 00:44:08.911	59s	51.6s	97.3%	693.4 MB	2.9 GB	65.1 MB	37.5 MB
183	e5/6ea6a7	35486	predictRF (151)	COMPLETED	0	2025-05-14 00:44:08.936	59s	52.1s	97.3%	693 MB	2.9 GB	65 MB	37.1 MB
188	8d/ffb063	35487	predictRF (156)	COMPLETED	0	2025-05-14 00:44:08.962	59s	55.4s	97.3%	693.4 MB	2.9 GB	65 MB	37.3 MB
182	69/cca06b	35488	predictRF (150)	COMPLETED	0	2025-05-14 00:44:08.988	59s	54.8s	97.5%	692.3 MB	2.9 GB	65.1 MB	37.6 MB
190	8c/9f1e40	35489	predictRF (158)	COMPLETED	0	2025-05-14 00:44:09.014	58.9s	51.6s	97.2%	695.3 MB	2.9 GB	65.3 MB	38 MB
191	80/63fbce	35490	predictRF (159)	COMPLETED	0	2025-05-14 00:44:09.039	58.9s	55.2s	97.3%	693.1 MB	2.9 GB	65.5 MB	38.2 MB
189	25/681aa8	35470	predictRF (157)	COMPLETED	0	2025-05-14 00:44:08.523	1m 4s	59.6s	97.6%	693.2 MB	2.9 GB	65.5 MB	38.2 MB
192	ef/a91fc9	35471	predictRF (160)	COMPLETED	0	2025-05-14 00:44:08.556	1m 4s	58.5s	97.2%	693.3 MB	2.9 GB	65.1 MB	34.3 MB
193	1f/76fb26	35472	predictRF (161)	COMPLETED	0	2025-05-14 00:44:08.585	1m 4s	58.7s	97.8%	695.4 MB	2.9 GB	64 MB	36.2 MB
169	19/474c24	35473	predictRF (137)	COMPLETED	0	2025-05-14 00:44:08.610	1m 4s	1m	97.8%	693 MB	2.9 GB	64.9 MB	37 MB
10	3e/108d26	35202	FastKM (1)	COMPLETED	0	2025-05-13 16:33:37.894	8h 37m 25s	6h 48m 15s	4231.8%	14.2 GB	17.7 GB	165.1 GB	4.8 GB
195	30/c854e2	35491	trainRF (12)	COMPLETED	0	2025-05-14 01:11:03.040	3m 50s	3m 44s	100.9%	4 GB	6.3 GB	3.5 GB	2.3 GB
235	1c/57fc7e	35525	predictRF (202)	COMPLETED	0	2025-05-14 01:14:54.010	29s	22.9s	96.0%	454.6 MB	2.7 GB	45.2 MB	11.9 MB
207	12/beb91e	35492	predictRF (174)	COMPLETED	0	2025-05-14 01:14:53.073	54.9s	50.4s	97.5%	682.9 MB	2.9 GB	65.6 MB	38 MB
199	f4/34cefd	35493	predictRF (166)	COMPLETED	0	2025-05-14 01:14:53.099	54.9s	52.3s	97.4%	681.6 MB	2.9 GB	65.6 MB	37.8 MB
218	94/3afa42	35494	predictRF (185)	COMPLETED	0	2025-05-14 01:14:53.126	54.9s	50.7s	97.5%	683.1 MB	2.9 GB	65.8 MB	38.2 MB
202	4d/35f726	35495	predictRF (169)	COMPLETED	0	2025-05-14 01:14:53.153	54.8s	50.7s	97.5%	682.4 MB	2.9 GB	65.5 MB	37.6 MB
198	f2/e7e8e8	35496	predictRF (165)	COMPLETED	0	2025-05-14 01:14:53.182	54.8s	52.1s	97.3%	682.6 MB	2.9 GB	65.6 MB	37.8 MB
196	82/d33142	35497	predictRF (163)	COMPLETED	0	2025-05-14 01:14:53.209	54.8s	52.3s	97.3%	682.8 MB	2.9 GB	65.7 MB	37.9 MB
206	2b/8cb899	35498	predictRF (173)	COMPLETED	0	2025-05-14 01:14:53.235	54.8s	51.1s	97.4%	682.5 MB	2.9 GB	65.4 MB	37.3 MB
214	fc/46d877	35499	predictRF (181)	COMPLETED	0	2025-05-14 01:14:53.261	54.7s	52.7s	97.3%	682.7 MB	2.9 GB	65.8 MB	38.2 MB
197	5d/a6b279	35500	predictRF (164)	COMPLETED	0	2025-05-14 01:14:53.286	54.7s	53.5s	97.8%	684.5 MB	2.9 GB	65.6 MB	37.9 MB
204	1d/07be10	35501	predictRF (171)	COMPLETED	0	2025-05-14 01:14:53.313	54.7s	52.3s	97.8%	682.8 MB	2.9 GB	65.4 MB	37.3 MB
221	fd/7dc501	35502	predictRF (188)	COMPLETED	0	2025-05-14 01:14:53.339	54.7s	52s	97.3%	682.5 MB	2.9 GB	65.7 MB	38 MB
234	89/5c588f	35503	predictRF (201)	COMPLETED	0	2025-05-14 01:14:53.365	54.6s	51.9s	97.4%	683.2 MB	2.9 GB	65 MB	37.2 MB
229	8c/aaaba4	35506	predictRF (196)	COMPLETED	0	2025-05-14 01:14:53.443	54.6s	53.4s	97.1%	682.5 MB	2.9 GB	65.5 MB	37.7 MB
217	d2/33d5c0	35507	predictRF (184)	COMPLETED	0	2025-05-14 01:14:53.469	54.5s	52.7s	96.9%	682.2 MB	2.9 GB	65.8 MB	38.2 MB
205	aa/8f9c84	35508	predictRF (172)	COMPLETED	0	2025-05-14 01:14:53.495	54.5s	51.6s	97.1%	682.7 MB	2.9 GB	65.9 MB	38.6 MB
224	c9/93ec8a	35511	predictRF (191)	COMPLETED	0	2025-05-14 01:14:53.572	54.4s	51.2s	97.4%	681.8 MB	2.9 GB	65.6 MB	37.9 MB
213	c3/37ec53	35512	predictRF (180)	COMPLETED	0	2025-05-14 01:14:53.598	54.4s	51s	97.4%	682.8 MB	2.9 GB	65.6 MB	37.7 MB
225	a1/c47e1c	35514	predictRF (192)	COMPLETED	0	2025-05-14 01:14:53.650	54.4s	53.1s	97.3%	685 MB	2.9 GB	65.7 MB	38.1 MB
223	e7/99ecfc	35516	predictRF (190)	COMPLETED	0	2025-05-14 01:14:53.702	54.3s	51.6s	98.0%	681.9 MB	2.9 GB	65.6 MB	37.9 MB
232	e6/1e3bab	35517	predictRF (199)	COMPLETED	0	2025-05-14 01:14:53.727	54.3s	53.6s	97.5%	686.7 MB	2.9 GB	66 MB	38 MB
230	d8/dd93fd	35518	predictRF (197)	COMPLETED	0	2025-05-14 01:14:53.752	54.3s	51.3s	97.8%	682.7 MB	2.9 GB	66.3 MB	39.3 MB
233	f6/24698a	35519	predictRF (200)	COMPLETED	0	2025-05-14 01:14:53.778	54.3s	49s	97.7%	682.8 MB	2.9 GB	65.9 MB	37.3 MB
227	c6/9a2986	35526	predictRF (194)	COMPLETED	0	2025-05-14 01:14:54.059	54s	50.6s	97.9%	682.5 MB	2.9 GB	66.2 MB	39.1 MB
212	c9/6874a4	35504	predictRF (179)	COMPLETED	0	2025-05-14 01:14:53.391	59.6s	53.7s	97.3%	681.7 MB	2.9 GB	65.6 MB	38 MB
219	5d/008a65	35505	predictRF (186)	COMPLETED	0	2025-05-14 01:14:53.417	59.6s	55.7s	97.9%	682.5 MB	2.9 GB	65.5 MB	37.8 MB
215	e4/7cca89	35520	predictRF (182)	COMPLETED	0	2025-05-14 01:14:53.804	59.2s	54.5s	98.6%	681.8 MB	2.9 GB	65.4 MB	37.4 MB
228	51/4f3c5c	35521	predictRF (195)	COMPLETED	0	2025-05-14 01:14:53.830	59.2s	51.1s	97.4%	689.9 MB	2.9 GB	66 MB	38.6 MB
231	69/c0e711	35522	predictRF (198)	COMPLETED	0	2025-05-14 01:14:53.855	59.1s	52.4s	98.0%	683.9 MB	2.9 GB	66.1 MB	39 MB
210	f9/c2a6fc	35523	predictRF (177)	COMPLETED	0	2025-05-14 01:14:53.903	59.1s	53.1s	97.5%	682.8 MB	2.9 GB	65.8 MB	38 MB
209	a4/45b57e	35524	predictRF (176)	COMPLETED	0	2025-05-14 01:14:53.956	59s	54.7s	97.3%	682.9 MB	2.9 GB	65.5 MB	37.6 MB
222	0d/e77024	35527	predictRF (189)	COMPLETED	0	2025-05-14 01:14:54.105	58.9s	50.8s	97.7%	682.4 MB	2.9 GB	65.8 MB	38.2 MB
216	52/86bd2d	35528	predictRF (183)	COMPLETED	0	2025-05-14 01:14:54.130	58.9s	55s	97.9%	683.2 MB	2.9 GB	65.7 MB	38 MB
201	85/5e7925	35529	predictRF (168)	COMPLETED	0	2025-05-14 01:14:54.158	58.8s	55.1s	97.1%	682.4 MB	2.9 GB	65.3 MB	37.2 MB
220	e0/f84841	35530	predictRF (187)	COMPLETED	0	2025-05-14 01:14:54.189	58.8s	50.9s	97.0%	682.5 MB	2.9 GB	65.6 MB	37.6 MB
226	41/c76db3	35509	predictRF (193)	COMPLETED	0	2025-05-14 01:14:53.520	1m 4s	1m 2s	97.9%	681.8 MB	2.9 GB	65.7 MB	38.2 MB
203	dd/6d2b2b	35510	predictRF (170)	COMPLETED	0	2025-05-14 01:14:53.546	1m 4s	1m 1s	97.4%	682.6 MB	2.9 GB	65.6 MB	37.6 MB
200	db/0c21e8	35513	predictRF (167)	COMPLETED	0	2025-05-14 01:14:53.625	1m 4s	1m 1s	97.5%	684.3 MB	2.9 GB	65.5 MB	37.3 MB
208	a9/6a9ec3	35515	predictRF (175)	COMPLETED	0	2025-05-14 01:14:53.676	1m 4s	1m 1s	98.4%	682 MB	2.9 GB	65.6 MB	37.8 MB
211	f7/c50ad6	35531	predictRF (178)	COMPLETED	0	2025-05-14 01:14:54.215	1m 4s	56.6s	99.2%	682.9 MB	2.9 GB	65.4 MB	37.4 MB
241	38/4fb978	35532	setHaplotypes (6)	COMPLETED	0	2025-05-14 01:15:58.055	4.9s	3.6s	99.5%	9.2 MB	655 MB	342.3 MB	179.1 MB
236	8b/758ca2	35533	setHaplotypes (1)	COMPLETED	0	2025-05-14 01:15:58.089	9.9s	4.2s	95.7%	9.1 MB	655 MB	386 MB	203.5 MB
238	a7/45ef3f	35534	setHaplotypes (3)	COMPLETED	0	2025-05-14 01:15:58.121	9.9s	5.1s	88.4%	9.5 MB	655 MB	413.8 MB	215.6 MB
242	2b/0a433d	35535	setHaplotypes (7)	COMPLETED	0	2025-05-14 01:15:58.161	9.8s	5.6s	100.2%	9.4 MB	655 MB	558.8 MB	290 MB
240	a6/beda1a	35536	setHaplotypes (5)	COMPLETED	0	2025-05-14 01:15:58.186	9.8s	5.5s	101.6%	9.6 MB	655 MB	546.3 MB	282.7 MB
237	57/9314cd	35537	setHaplotypes (2)	COMPLETED	0	2025-05-14 01:15:58.212	9.8s	5.9s	90.0%	9.5 MB	655 MB	502.4 MB	267.9 MB
245	a0/4474fa	35538	setHaplotypes (10)	COMPLETED	0	2025-05-14 01:15:58.237	9.8s	6.6s	104.0%	9.3 MB	655 MB	669.7 MB	348.9 MB
239	f1/2bf211	35539	setHaplotypes (4)	COMPLETED	0	2025-05-14 01:15:58.263	9.7s	7.3s	99.6%	9.8 MB	655 MB	763.4 MB	400.4 MB
243	12/f55192	35540	setHaplotypes (8)	COMPLETED	0	2025-05-14 01:15:58.291	44.7s	39.8s	103.6%	11.2 MB	869.7 MB	3.5 GB	1.9 GB
244	de/430619	35541	setHaplotypes (9)	COMPLETED	0	2025-05-14 01:15:58.318	44.7s	40.3s	103.5%	11.4 MB	869.7 MB	3.5 GB	1.9 GB
246	ff/c2dba3	35542	setHaplotypes (11)	COMPLETED	0	2025-05-14 01:15:58.345	44.6s	42.4s	106.4%	10.1 MB	655 MB	3.7 GB	2 GB
247	44/bed086	35543	setHaplotypes (12)	COMPLETED	0	2025-05-14 01:15:58.372	44.6s	40.5s	107.8%	11.6 MB	869.7 MB	3.7 GB	2 GB
253	99/1178fa	35565	seqtk (6)	COMPLETED	0	2025-05-14 01:16:14.298	11m 39s	11m 34s	417.9%	62.3 MB	715.2 MB	36.3 GB	16.5 GB
252	b3/e7929f	35560	seqtk (5)	COMPLETED	0	2025-05-14 01:16:14.169	13m 4s	12m 58s	635.1%	55.7 MB	767.5 MB	47.2 GB	32.4 GB
265	d0/50e4de	35567	seqtk (18)	COMPLETED	0	2025-05-14 01:16:14.349	14m 24s	14m 16s	437.8%	90.5 MB	742.5 MB	41.8 GB	19.6 GB
248	c0/a2f269	35546	seqtk (1)	COMPLETED	0	2025-05-14 01:16:13.787	14m 29s	14m 25s	619.2%	44.9 MB	756 MB	48.4 GB	33.6 GB
256	c8/87648d	35554	seqtk (9)	COMPLETED	0	2025-05-14 01:16:14.005	15m 24s	15m 16s	376.3%	60.6 MB	712.8 MB	43.3 GB	17.8 GB
251	54/2f0ca5	35561	seqtk (4)	COMPLETED	0	2025-05-14 01:16:14.195	15m 24s	15m 17s	627.5%	54.7 MB	767.2 MB	47.5 GB	32.9 GB
254	00/b2f3f7	35566	seqtk (7)	COMPLETED	0	2025-05-14 01:16:14.323	15m 29s	15m 25s	673.5%	59.9 MB	709.7 MB	60.5 GB	42.7 GB
264	41/b8d472	35553	seqtk (17)	COMPLETED	0	2025-05-14 01:16:13.978	15m 49s	15m 45s	635.3%	60.2 MB	713.6 MB	53.4 GB	36.5 GB
263	1f/7206a6	35544	seqtk (16)	COMPLETED	0	2025-05-14 01:16:13.726	16m 24s	16m 19s	632.3%	58.8 MB	712.2 MB	53.6 GB	36.8 GB
255	b5/e37e75	35551	seqtk (8)	COMPLETED	0	2025-05-14 01:16:13.928	17m 49s	17m 41s	654.0%	60.5 MB	770.3 MB	60 GB	41.8 GB
268	0e/42f4d0	35559	seqtk (21)	COMPLETED	0	2025-05-14 01:16:14.144	20m 19s	20m 13s	444.1%	100 MB	811.2 MB	71.7 GB	33.2 GB
250	de/05c693	35557	seqtk (3)	COMPLETED	0	2025-05-14 01:16:14.093	20m 34s	20m 29s	256.4%	58 MB	771.7 MB	36.7 GB	16.6 GB
249	45/ce368b	35558	seqtk (2)	COMPLETED	0	2025-05-14 01:16:14.118	21m 29s	21m 24s	415.9%	52.1 MB	765.8 MB	48.2 GB	33.2 GB
262	24/5376d5	35548	seqtk (15)	COMPLETED	0	2025-05-14 01:16:13.851	22m 29s	22m 24s	443.7%	88.6 MB	801.6 MB	65.9 GB	30.7 GB
258	d4/89cd7a	35545	seqtk (11)	COMPLETED	0	2025-05-14 01:16:13.761	23m 14s	23m 12s	644.5%	65.4 MB	778.4 MB	88.4 GB	61.6 GB
271	28/a8fc8d	35552	seqtk (24)	COMPLETED	0	2025-05-14 01:16:13.954	23m 49s	23m 44s	409.0%	107.1 MB	820.3 MB	72.3 GB	31.7 GB
261	42/94de7a	35562	seqtk (14)	COMPLETED	0	2025-05-14 01:16:14.222	24m 9s	24m 3s	647.7%	68.1 MB	777.3 MB	84.7 GB	58.1 GB
270	b5/1d929a	35547	seqtk (23)	COMPLETED	0	2025-05-14 01:16:13.823	27m 44s	27m 42s	649.2%	97.8 MB	810.2 MB	96.4 GB	66.4 GB
260	15/d6f3ff	35563	seqtk (13)	COMPLETED	0	2025-05-14 01:16:14.247	27m 54s	27m 50s	622.8%	65.2 MB	715.4 MB	85.1 GB	58.8 GB
269	67/521294	35564	seqtk (22)	COMPLETED	0	2025-05-14 01:16:14.272	30m 29s	30m 23s	643.6%	95 MB	749.4 MB	97.7 GB	68.5 GB
259	03/d02aaf	35556	seqtk (12)	COMPLETED	0	2025-05-14 01:16:14.068	38m 9s	38m 5s	223.9%	88.3 MB	801 MB	64.1 GB	26.6 GB
257	f4/8a6b56	35555	seqtk (10)	COMPLETED	0	2025-05-14 01:16:14.030	40m 14s	40m 10s	423.8%	66.7 MB	717.8 MB	89.5 GB	63.3 GB
267	6b/6d4fcb	35549	seqtk (20)	COMPLETED	0	2025-05-14 01:16:13.878	43m 29s	43m 23s	404.8%	87.4 MB	799.8 MB	92.4 GB	63.3 GB
266	17/2ea346	35550	seqtk (19)	COMPLETED	0	2025-05-14 01:16:13.902	43m 29s	43m 23s	415.3%	72.3 MB	783.2 MB	93.2 GB	64.6 GB
272	0f/27ca5d	35569	seqtk (25)	COMPLETED	0	2025-05-14 01:16:43.130	49m 35s	49m 30s	720.3%	379.9 MB	1.1 GB	196 GB	140.7 GB
274	98/0b17b8	35575	seqtk (27)	COMPLETED	0	2025-05-14 01:16:43.380	51m 45s	51m 40s	457.1%	371.7 MB	1022.9 MB	148.6 GB	77.1 GB
277	00/2fedcb	35568	seqtk (30)	COMPLETED	0	2025-05-14 01:16:43.085	52m	51m 53s	439.4%	382.9 MB	1 GB	186.4 GB	94.9 GB
280	f5/06ef68	35573	seqtk (33)	COMPLETED	0	2025-05-14 01:16:43.299	56m 10s	56m 5s	457.3%	381 MB	1.1 GB	162.9 GB	84.3 GB
273	43/22d80d	35572	seqtk (26)	COMPLETED	0	2025-05-14 01:16:43.245	59m 25s	59m 20s	647.0%	372.6 MB	1.1 GB	192.4 GB	135.8 GB
279	ab/5e7fe8	35574	seqtk (32)	COMPLETED	0	2025-05-14 01:16:43.341	1h 1m 45s	1h 1m 38s	667.9%	391.5 MB	1.1 GB	210.9 GB	148.9 GB
278	16/9e102b	35576	seqtk (31)	COMPLETED	0	2025-05-14 01:16:43.411	1h 5m 30s	1h 5m 22s	670.5%	396.4 MB	1.1 GB	214.4 GB	153.7 GB
283	27/d2e17e	35577	seqtk (36)	COMPLETED	0	2025-05-14 01:16:43.440	1h 5m 45s	1h 5m 38s	427.9%	393.2 MB	1 GB	204 GB	103.8 GB
276	3e/f1194b	35571	seqtk (29)	COMPLETED	0	2025-05-14 01:16:43.208	2h 57m 10s	2h 57m 5s	175.6%	370 MB	1.1 GB	218.8 GB	142.8 GB
275	fc/2a11b7	35570	seqtk (28)	COMPLETED	0	2025-05-14 01:16:43.170	2h 58m	2h 57m 54s	177.8%	366.1 MB	1018.6 MB	219.2 GB	143.6 GB
282	8a/bb9440	35578	seqtk (35)	COMPLETED	0	2025-05-14 01:16:43.467	6h 49m 35s	6h 49m 28s	87.3%	383.3 MB	1 GB	239.4 GB	156.4 GB
281	23/6fbb3b	35579	seqtk (34)	COMPLETED	0	2025-05-14 01:16:43.496	6h 54m 30s	6h 54m 23s	87.8%	381.4 MB	1 GB	239.2 GB	156.4 GB
